jcp_id,pattern,value,similar_to
0,high_similarity,0.99999946,JCP2022_800002
1,high_similarity,1.0000001,JCP2022_804257
2,high_similarity,1.0000002,JCP2022_800001
3,high_similarity,1.0000001,JCP2022_807659
4,high_similarity,1.0,JCP2022_804265
5,high_similarity,0.99999994,JCP2022_806265
6,high_similarity,1.0000005,JCP2022_806261
7,high_similarity,1.0000001,JCP2022_806729
8,high_similarity,1.0000001,JCP2022_803314
9,high_similarity,1.0000001,JCP2022_802979
10,high_similarity,1.0000001,JCP2022_806962
11,high_similarity,1.0000002,JCP2022_806268
12,high_similarity,0.9999999,JCP2022_804038
13,high_similarity,0.9999997,JCP2022_806179
14,high_similarity,0.9999997,JCP2022_800727
15,high_similarity,1.0,JCP2022_802154
16,high_similarity,0.99999976,JCP2022_807376
17,high_similarity,0.99999964,JCP2022_804145
18,high_similarity,1.0000005,JCP2022_802626
19,high_similarity,1.0000001,JCP2022_805727
20,high_similarity,1.0000002,JCP2022_806728
21,high_similarity,0.99999994,JCP2022_800720
22,high_similarity,1.0000001,JCP2022_806322
23,high_similarity,1.0000001,JCP2022_800211
24,high_similarity,0.9999997,JCP2022_807625
25,high_similarity,0.99999964,JCP2022_806262
26,high_similarity,0.9999997,JCP2022_800722
27,high_similarity,0.9999999,JCP2022_806355
28,high_similarity,1.0,JCP2022_807689
29,high_similarity,0.9999995,JCP2022_802978
30,high_similarity,1.0000001,JCP2022_804339
31,high_similarity,1.0,JCP2022_802156
32,high_similarity,1.0000002,JCP2022_805842
33,high_similarity,1.0,JCP2022_803539
34,high_similarity,0.9999999,JCP2022_801752
35,high_similarity,0.9999999,JCP2022_806465
36,high_similarity,0.9999999,JCP2022_804256
37,high_similarity,0.9999998,JCP2022_800012
38,high_similarity,1.0000001,JCP2022_802407
39,high_similarity,0.9999999,JCP2022_800726
40,high_similarity,0.9999998,JCP2022_801058
41,high_similarity,0.99999976,JCP2022_803018
42,high_similarity,1.0,JCP2022_803219
43,high_similarity,0.99999994,JCP2022_805841
44,high_similarity,0.99999976,JCP2022_800681
45,high_similarity,1.0000001,JCP2022_800288
46,high_similarity,1.0000007,JCP2022_805603
47,high_similarity,0.9999994,JCP2022_800287
48,high_similarity,0.99999976,JCP2022_803153
49,high_similarity,0.9999998,JCP2022_804909
50,high_similarity,1.0,JCP2022_803000
51,high_similarity,0.99999934,JCP2022_803870
52,high_similarity,0.99999934,JCP2022_800956
53,high_similarity,1.0000004,JCP2022_805562
54,high_similarity,1.0,JCP2022_806266
55,high_similarity,0.9999998,JCP2022_806267
56,high_similarity,1.0000001,JCP2022_803309
57,high_similarity,0.9999999,JCP2022_807768
58,high_similarity,1.0,JCP2022_807677
59,high_similarity,1.0000004,JCP2022_807728
60,high_similarity,0.99999994,JCP2022_800723
61,high_similarity,1.0000001,JCP2022_805591
62,high_similarity,1.0000002,JCP2022_802611
63,high_similarity,0.9999997,JCP2022_803777
64,high_similarity,1.0,JCP2022_802688
65,high_similarity,1.0,JCP2022_804165
66,high_similarity,0.99999917,JCP2022_806760
67,high_similarity,1.0000002,JCP2022_807742
68,high_similarity,1.0000002,JCP2022_802999
69,high_similarity,0.99999976,JCP2022_801237
70,high_similarity,1.0000002,JCP2022_801557
71,high_similarity,0.9999998,JCP2022_800274
72,high_similarity,1.0000002,JCP2022_806264
73,high_similarity,1.0000001,JCP2022_804440
74,high_similarity,0.99999976,JCP2022_800725
75,high_similarity,0.99999976,JCP2022_807679
76,high_similarity,1.0000002,JCP2022_807674
77,high_similarity,0.9999997,JCP2022_804436
78,high_similarity,1.0000002,JCP2022_806596
79,high_similarity,0.9999993,JCP2022_802988
80,high_similarity,1.0000007,JCP2022_803416
81,high_similarity,1.0000001,JCP2022_807688
82,high_similarity,0.99999994,JCP2022_807678
83,high_similarity,1.0000001,JCP2022_801678
84,high_similarity,1.0,JCP2022_800721
85,high_similarity,0.9999996,JCP2022_804910
86,high_similarity,0.99999994,JCP2022_800649
87,high_similarity,1.0000004,JCP2022_804645
88,high_similarity,1.0000005,JCP2022_800724
89,high_similarity,0.9999999,JCP2022_806263
90,high_similarity,0.9999999,JCP2022_800601
91,high_similarity,0.9999996,JCP2022_806957
92,high_similarity,1.0000001,JCP2022_801433
93,high_similarity,0.9999999,JCP2022_803657
94,high_similarity,1.0000004,JCP2022_802507
95,high_similarity,0.9999998,JCP2022_803312
96,high_similarity,0.99999946,JCP2022_806308
97,high_similarity,0.9999993,JCP2022_800284
98,high_similarity,0.9999998,JCP2022_800285
99,high_similarity,0.99999994,JCP2022_800212
100,high_similarity,0.99999976,JCP2022_803351
101,high_similarity,1.0000001,JCP2022_802928
102,high_similarity,0.99999964,JCP2022_806306
103,high_similarity,1.0,JCP2022_804896
104,high_similarity,0.99999994,JCP2022_807743
105,high_similarity,1.0,JCP2022_800239
106,high_similarity,1.0000002,JCP2022_802804
107,high_similarity,1.0000004,JCP2022_802539
108,high_similarity,1.0,JCP2022_800134
109,high_similarity,0.99999994,JCP2022_800429
110,high_similarity,1.0000004,JCP2022_801936
111,high_similarity,1.0000001,JCP2022_800135
112,high_similarity,1.0000007,JCP2022_805465
113,high_similarity,1.0000006,JCP2022_804981
114,high_similarity,0.99999976,JCP2022_806990
115,high_similarity,1.0000001,JCP2022_805590
116,high_similarity,1.0000004,JCP2022_800970
117,high_similarity,1.0000001,JCP2022_805710
118,high_similarity,1.0,JCP2022_807956
119,high_similarity,1.0000001,JCP2022_800960
120,high_similarity,1.0000007,JCP2022_804185
121,high_similarity,0.99999994,JCP2022_806989
122,high_similarity,0.9999998,JCP2022_800593
123,high_similarity,1.0,JCP2022_800941
124,high_similarity,1.0000004,JCP2022_806991
125,high_similarity,0.9999998,JCP2022_806908
126,high_similarity,1.0,JCP2022_807939
127,high_similarity,1.0000007,JCP2022_800594
128,high_similarity,1.0000001,JCP2022_806992
129,high_similarity,0.9999996,JCP2022_804186
130,high_similarity,0.9999999,JCP2022_800291
131,high_similarity,0.9999998,JCP2022_807926
132,high_similarity,1.0000004,JCP2022_806057
133,high_similarity,0.99999976,JCP2022_807133
134,high_similarity,1.0,JCP2022_804024
135,high_similarity,1.0000002,JCP2022_804117
136,high_similarity,0.99999994,JCP2022_806030
137,high_similarity,0.99999994,JCP2022_801238
138,high_similarity,0.9999996,JCP2022_805091
139,high_similarity,0.9999997,JCP2022_804030
140,high_similarity,1.0000001,JCP2022_804027
141,high_similarity,0.9999999,JCP2022_804028
142,high_similarity,0.9999994,JCP2022_800590
143,high_similarity,1.0000001,JCP2022_804026
144,high_similarity,1.0000002,JCP2022_804919
145,high_similarity,0.9999997,JCP2022_802305
146,high_similarity,1.0,JCP2022_804029
147,high_similarity,1.0,JCP2022_804031
148,high_similarity,1.0,JCP2022_807687
149,high_similarity,1.0000001,JCP2022_804022
150,high_similarity,0.99999964,JCP2022_804025
151,high_similarity,1.0000004,JCP2022_804023
152,high_similarity,0.99999994,JCP2022_802292
153,high_similarity,0.99999976,JCP2022_805921
154,high_similarity,0.99999946,JCP2022_807510
155,high_similarity,0.9999999,JCP2022_803906
156,high_similarity,1.0000001,JCP2022_804622
157,high_similarity,0.99999994,JCP2022_805152
158,high_similarity,1.0000006,JCP2022_802786
159,high_similarity,1.0000001,JCP2022_804790
160,high_similarity,0.9999997,JCP2022_801278
161,high_similarity,1.0000004,JCP2022_802761
162,high_similarity,0.9999999,JCP2022_804079
163,high_similarity,0.99999976,JCP2022_805750
164,high_similarity,0.99999964,JCP2022_800453
165,high_similarity,1.0,JCP2022_807186
166,high_similarity,0.9999998,JCP2022_800023
167,high_similarity,1.0000002,JCP2022_801135
168,high_similarity,0.99999964,JCP2022_800540
169,high_similarity,0.9999997,JCP2022_802171
170,high_similarity,1.0000001,JCP2022_800069
171,high_similarity,0.99999994,JCP2022_806804
172,high_similarity,1.0000007,JCP2022_801883
173,high_similarity,0.9999999,JCP2022_803132
174,high_similarity,1.0000002,JCP2022_800607
175,high_similarity,0.9999998,JCP2022_805498
176,high_similarity,0.99999946,JCP2022_805984
177,high_similarity,1.0,JCP2022_805847
178,high_similarity,1.0000001,JCP2022_803235
179,high_similarity,1.0000002,JCP2022_802101
180,high_similarity,0.9999998,JCP2022_805420
181,high_similarity,1.0000002,JCP2022_804563
182,high_similarity,1.0000007,JCP2022_806373
183,high_similarity,0.99999994,JCP2022_804358
184,high_similarity,0.99999994,JCP2022_802694
185,high_similarity,1.0000004,JCP2022_806813
186,high_similarity,0.9999993,JCP2022_804431
187,high_similarity,1.0000004,JCP2022_802642
188,high_similarity,1.0000001,JCP2022_806458
189,high_similarity,0.9999995,JCP2022_801096
190,high_similarity,1.0000002,JCP2022_806557
191,high_similarity,1.0000002,JCP2022_806489
192,high_similarity,0.9999999,JCP2022_805783
193,high_similarity,0.99999976,JCP2022_803848
194,high_similarity,1.0,JCP2022_807427
195,high_similarity,0.9999995,JCP2022_801766
196,high_similarity,0.99999976,JCP2022_806672
197,high_similarity,1.0000005,JCP2022_806410
198,high_similarity,1.0000002,JCP2022_803975
199,high_similarity,0.99999994,JCP2022_805125
200,high_similarity,1.0000001,JCP2022_804874
201,high_similarity,1.0000005,JCP2022_804880
202,high_similarity,0.99999976,JCP2022_802009
203,high_similarity,1.0000004,JCP2022_801097
204,high_similarity,0.99999976,JCP2022_806615
205,high_similarity,1.0,JCP2022_802181
206,high_similarity,0.99999976,JCP2022_802409
207,high_similarity,0.9999998,JCP2022_802685
208,high_similarity,0.9999999,JCP2022_804646
209,high_similarity,1.0000008,JCP2022_800638
210,high_similarity,0.99999976,JCP2022_800710
211,high_similarity,1.0000001,JCP2022_801341
212,high_similarity,1.0000004,JCP2022_801148
213,high_similarity,0.99999994,JCP2022_802758
214,high_similarity,1.0000001,JCP2022_800823
215,high_similarity,0.9999998,JCP2022_800558
216,high_similarity,1.0000005,JCP2022_805766
217,high_similarity,1.0,JCP2022_802490
218,high_similarity,0.99999934,JCP2022_803134
219,high_similarity,0.9999999,JCP2022_800702
220,high_similarity,0.99999994,JCP2022_803769
221,high_similarity,1.0000001,JCP2022_806815
222,high_similarity,1.0000002,JCP2022_806408
223,high_similarity,0.99999964,JCP2022_801152
224,high_similarity,1.0000004,JCP2022_801463
225,high_similarity,1.0000001,JCP2022_803123
226,high_similarity,1.0000001,JCP2022_803156
227,high_similarity,1.0,JCP2022_801723
228,high_similarity,1.0000002,JCP2022_804949
229,high_similarity,0.99999934,JCP2022_802778
230,high_similarity,1.0000002,JCP2022_802111
231,high_similarity,0.99999976,JCP2022_802247
232,high_similarity,1.0000001,JCP2022_802029
233,high_similarity,1.0000001,JCP2022_806652
234,high_similarity,1.0000002,JCP2022_802608
235,high_similarity,0.9999998,JCP2022_802792
236,high_similarity,1.0000001,JCP2022_803892
237,high_similarity,0.99999976,JCP2022_805789
238,high_similarity,1.0000002,JCP2022_801628
239,high_similarity,1.0,JCP2022_803367
240,high_similarity,1.0000002,JCP2022_801659
241,high_similarity,1.0,JCP2022_807652
242,high_similarity,1.0000004,JCP2022_805358
243,high_similarity,1.0000005,JCP2022_806405
244,high_similarity,1.0000004,JCP2022_800272
245,high_similarity,1.0000001,JCP2022_801800
246,high_similarity,1.0000004,JCP2022_807114
247,high_similarity,1.0,JCP2022_804502
248,high_similarity,1.0000006,JCP2022_800438
249,high_similarity,0.9999997,JCP2022_807328
250,high_similarity,0.99999976,JCP2022_802769
251,high_similarity,0.99999994,JCP2022_805264
252,high_similarity,0.99999994,JCP2022_802546
253,high_similarity,0.99999976,JCP2022_800651
254,high_similarity,0.99999976,JCP2022_802537
255,high_similarity,1.0000002,JCP2022_800701
256,high_similarity,0.9999999,JCP2022_802274
257,high_similarity,0.9999998,JCP2022_805830
258,high_similarity,1.0000002,JCP2022_804564
259,high_similarity,1.0,JCP2022_804279
260,high_similarity,1.0000001,JCP2022_806918
261,high_similarity,0.99999994,JCP2022_800972
262,high_similarity,1.0000006,JCP2022_804627
263,high_similarity,0.9999998,JCP2022_804471
264,high_similarity,0.99999994,JCP2022_803947
265,high_similarity,1.0000002,JCP2022_805833
266,high_similarity,0.9999999,JCP2022_802263
267,high_similarity,0.9999995,JCP2022_807519
268,high_similarity,1.0000001,JCP2022_801521
269,high_similarity,1.0,JCP2022_801625
270,high_similarity,1.0,JCP2022_800560
271,high_similarity,0.99999964,JCP2022_804606
272,high_similarity,1.0,JCP2022_801511
273,high_similarity,0.9999999,JCP2022_806569
274,high_similarity,1.0,JCP2022_803849
275,high_similarity,0.99999994,JCP2022_800128
276,high_similarity,1.0000001,JCP2022_802741
277,high_similarity,1.0000005,JCP2022_804448
278,high_similarity,0.9999995,JCP2022_804050
279,high_similarity,0.99999994,JCP2022_800257
280,high_similarity,1.0,JCP2022_803023
281,high_similarity,0.99999976,JCP2022_801286
282,high_similarity,0.99999976,JCP2022_800639
283,high_similarity,1.0,JCP2022_805008
284,high_similarity,1.0,JCP2022_805996
285,high_similarity,1.0000006,JCP2022_800256
286,high_similarity,0.99999976,JCP2022_801421
287,high_similarity,0.9999999,JCP2022_806483
288,high_similarity,0.9999998,JCP2022_803696
289,high_similarity,0.9999997,JCP2022_807109
290,high_similarity,0.99999964,JCP2022_802264
291,high_similarity,1.0000001,JCP2022_806172
292,high_similarity,0.9999995,JCP2022_802693
293,high_similarity,1.0000004,JCP2022_805824
294,high_similarity,1.0,JCP2022_802117
295,high_similarity,0.9999996,JCP2022_805760
296,high_similarity,0.9999999,JCP2022_804163
297,high_similarity,1.0000001,JCP2022_803689
298,high_similarity,0.9999999,JCP2022_800707
299,high_similarity,1.0000006,JCP2022_805018
300,high_similarity,0.9999998,JCP2022_806134
301,high_similarity,1.0000002,JCP2022_802258
302,high_similarity,1.0000005,JCP2022_803389
303,high_similarity,1.0,JCP2022_800125
304,high_similarity,1.0000002,JCP2022_807505
305,high_similarity,0.9999996,JCP2022_800783
306,high_similarity,0.99999976,JCP2022_802883
307,high_similarity,1.0000001,JCP2022_806309
308,high_similarity,0.9999998,JCP2022_802593
309,high_similarity,1.0000002,JCP2022_807520
310,high_similarity,0.9999998,JCP2022_804167
311,high_similarity,0.99999994,JCP2022_805340
312,high_similarity,0.9999999,JCP2022_800690
313,high_similarity,1.0000002,JCP2022_804130
314,high_similarity,1.0,JCP2022_800787
315,high_similarity,1.0000002,JCP2022_803790
316,high_similarity,0.9999998,JCP2022_801698
317,high_similarity,1.0000002,JCP2022_806599
318,high_similarity,0.99999994,JCP2022_806640
319,high_similarity,0.99999964,JCP2022_800327
320,high_similarity,1.0,JCP2022_803322
321,high_similarity,0.99999994,JCP2022_805338
322,high_similarity,0.99999994,JCP2022_800078
323,high_similarity,1.0000004,JCP2022_803839
324,high_similarity,0.9999996,JCP2022_805657
325,high_similarity,1.0,JCP2022_805327
326,high_similarity,0.9999998,JCP2022_803387
327,high_similarity,1.0000002,JCP2022_803007
328,high_similarity,0.99999964,JCP2022_805888
329,high_similarity,0.9999999,JCP2022_806433
330,high_similarity,0.99999946,JCP2022_800048
331,high_similarity,0.9999995,JCP2022_801334
332,high_similarity,1.0,JCP2022_806422
333,high_similarity,1.0000001,JCP2022_800563
334,high_similarity,1.0000004,JCP2022_804923
335,high_similarity,1.0000002,JCP2022_802516
336,high_similarity,0.9999999,JCP2022_800446
337,high_similarity,1.0000002,JCP2022_804675
338,high_similarity,0.9999999,JCP2022_800362
339,high_similarity,0.9999999,JCP2022_806431
340,high_similarity,0.99999976,JCP2022_807532
341,high_similarity,0.99999976,JCP2022_801382
342,high_similarity,1.0000001,JCP2022_800142
343,high_similarity,0.99999976,JCP2022_805747
344,high_similarity,0.99999994,JCP2022_802040
345,high_similarity,0.9999999,JCP2022_802375
346,high_similarity,1.0,JCP2022_804264
347,high_similarity,1.0000005,JCP2022_801264
348,high_similarity,1.0000004,JCP2022_805414
349,high_similarity,1.0000001,JCP2022_805078
350,high_similarity,1.0000005,JCP2022_800013
351,high_similarity,1.0000004,JCP2022_801102
352,high_similarity,1.0000005,JCP2022_800029
353,high_similarity,0.9999999,JCP2022_800097
354,high_similarity,1.0,JCP2022_806314
355,high_similarity,1.0000002,JCP2022_806195
356,high_similarity,1.0,JCP2022_807200
357,high_similarity,0.99999964,JCP2022_806549
358,high_similarity,0.9999997,JCP2022_807181
359,high_similarity,1.0000001,JCP2022_806435
360,high_similarity,0.9999998,JCP2022_800515
361,high_similarity,0.99999994,JCP2022_806668
362,high_similarity,1.0,JCP2022_802216
363,high_similarity,1.0000002,JCP2022_802800
364,high_similarity,1.0,JCP2022_806794
365,high_similarity,1.0000002,JCP2022_800573
366,high_similarity,0.99999976,JCP2022_806491
367,high_similarity,1.0,JCP2022_807089
368,high_similarity,1.0,JCP2022_805595
369,high_similarity,1.0000001,JCP2022_805334
370,high_similarity,0.9999996,JCP2022_804411
371,high_similarity,0.99999976,JCP2022_807126
372,high_similarity,1.0000002,JCP2022_801425
373,high_similarity,0.9999999,JCP2022_806606
374,high_similarity,0.99999964,JCP2022_805342
375,high_similarity,0.99999976,JCP2022_801401
376,high_similarity,1.000001,JCP2022_800748
377,high_similarity,1.0000005,JCP2022_802055
378,high_similarity,1.0000001,JCP2022_806598
379,high_similarity,1.0,JCP2022_803149
380,high_similarity,1.0000002,JCP2022_803030
381,high_similarity,0.9999999,JCP2022_804782
382,high_similarity,1.0,JCP2022_802647
383,high_similarity,1.0000005,JCP2022_803799
384,high_similarity,0.99999994,JCP2022_800550
385,high_similarity,0.9999997,JCP2022_801158
386,high_similarity,1.0000002,JCP2022_804241
387,high_similarity,0.9999999,JCP2022_803681
388,high_similarity,1.0000001,JCP2022_800301
389,high_similarity,1.0000002,JCP2022_801476
390,high_similarity,1.0,JCP2022_801673
391,high_similarity,0.99999976,JCP2022_806542
392,high_similarity,1.0,JCP2022_805725
393,high_similarity,1.0000001,JCP2022_800399
394,high_similarity,0.99999964,JCP2022_803756
395,high_similarity,1.0000001,JCP2022_803801
396,high_similarity,0.9999996,JCP2022_804739
397,high_similarity,0.9999994,JCP2022_800219
398,high_similarity,1.0000002,JCP2022_806482
399,high_similarity,0.99999946,JCP2022_805348
400,high_similarity,0.99999994,JCP2022_806757
401,high_similarity,0.9999999,JCP2022_800152
402,high_similarity,1.0000001,JCP2022_800115
403,high_similarity,0.9999998,JCP2022_807196
404,high_similarity,0.9999998,JCP2022_806874
405,high_similarity,1.0000002,JCP2022_807533
406,high_similarity,0.99999994,JCP2022_805548
407,high_similarity,1.0,JCP2022_801145
408,high_similarity,0.99999964,JCP2022_801793
409,high_similarity,1.0000001,JCP2022_803364
410,high_similarity,0.9999998,JCP2022_805949
411,high_similarity,1.0000004,JCP2022_801741
412,high_similarity,1.0000007,JCP2022_806242
413,high_similarity,1.0000002,JCP2022_802643
414,high_similarity,1.0,JCP2022_805359
415,high_similarity,1.0000001,JCP2022_806467
416,high_similarity,0.9999997,JCP2022_801513
417,high_similarity,1.0000001,JCP2022_804307
418,high_similarity,1.0,JCP2022_801154
419,high_similarity,0.99999946,JCP2022_804384
420,high_similarity,0.99999976,JCP2022_805637
421,high_similarity,1.0000002,JCP2022_802985
422,high_similarity,1.0000004,JCP2022_800572
423,high_similarity,0.9999995,JCP2022_803363
424,high_similarity,1.0000005,JCP2022_805781
425,high_similarity,0.99999976,JCP2022_805186
426,high_similarity,1.0,JCP2022_803735
427,high_similarity,1.0000001,JCP2022_801136
428,high_similarity,0.99999976,JCP2022_802780
429,high_similarity,1.0000001,JCP2022_806657
430,high_similarity,1.0000004,JCP2022_807722
431,high_similarity,0.99999964,JCP2022_805651
432,high_similarity,1.0000001,JCP2022_804381
433,high_similarity,0.99999994,JCP2022_802990
434,high_similarity,0.9999996,JCP2022_806272
435,high_similarity,1.0000001,JCP2022_805271
436,high_similarity,0.9999998,JCP2022_802793
437,high_similarity,0.99999994,JCP2022_801144
438,high_similarity,1.0000005,JCP2022_804238
439,high_similarity,1.0000005,JCP2022_800044
440,high_similarity,0.9999996,JCP2022_801757
441,high_similarity,1.0000001,JCP2022_805319
442,high_similarity,1.0000004,JCP2022_800586
443,high_similarity,1.0000004,JCP2022_806882
444,high_similarity,0.9999998,JCP2022_800011
445,high_similarity,0.9999992,JCP2022_805632
446,high_similarity,0.9999999,JCP2022_805045
447,high_similarity,0.99999994,JCP2022_800163
448,high_similarity,1.0000001,JCP2022_806540
449,high_similarity,1.0000006,JCP2022_805655
450,high_similarity,1.0,JCP2022_806776
451,high_similarity,0.99999994,JCP2022_801875
452,high_similarity,0.99999994,JCP2022_801854
453,high_similarity,0.9999996,JCP2022_802377
454,high_similarity,1.0000001,JCP2022_806364
455,high_similarity,1.0,JCP2022_805000
456,high_similarity,1.0,JCP2022_802353
457,high_similarity,0.9999997,JCP2022_803897
458,high_similarity,0.9999999,JCP2022_800458
459,high_similarity,1.0000001,JCP2022_804330
460,high_similarity,1.0000007,JCP2022_803368
461,high_similarity,1.0000004,JCP2022_807170
462,high_similarity,1.0000004,JCP2022_802970
463,high_similarity,1.0000002,JCP2022_803328
464,high_similarity,1.0000004,JCP2022_804835
465,high_similarity,1.0000002,JCP2022_800127
466,high_similarity,0.9999999,JCP2022_804194
467,high_similarity,1.0000004,JCP2022_806383
468,high_similarity,1.0000001,JCP2022_801769
469,high_similarity,0.99999964,JCP2022_803241
470,high_similarity,1.0000001,JCP2022_804661
471,high_similarity,0.99999976,JCP2022_805834
472,high_similarity,1.0000002,JCP2022_803489
473,high_similarity,1.0000002,JCP2022_806473
474,high_similarity,1.0000001,JCP2022_807442
475,high_similarity,0.9999997,JCP2022_806297
476,high_similarity,0.9999997,JCP2022_800395
477,high_similarity,1.0,JCP2022_804976
478,high_similarity,0.9999997,JCP2022_807737
479,high_similarity,0.9999998,JCP2022_806198
480,high_similarity,1.0,JCP2022_805017
481,high_similarity,1.0000005,JCP2022_806398
482,high_similarity,1.0,JCP2022_801330
483,high_similarity,1.0,JCP2022_800441
484,high_similarity,1.0000001,JCP2022_802678
485,high_similarity,0.9999997,JCP2022_800307
486,high_similarity,0.9999997,JCP2022_800528
487,high_similarity,1.0,JCP2022_801627
488,high_similarity,0.9999997,JCP2022_800711
489,high_similarity,1.0000001,JCP2022_807703
490,high_similarity,1.0000001,JCP2022_803810
491,high_similarity,0.99999976,JCP2022_803122
492,high_similarity,0.9999995,JCP2022_804470
493,high_similarity,0.99999946,JCP2022_802932
494,high_similarity,1.0000002,JCP2022_805479
495,high_similarity,0.9999998,JCP2022_807547
496,high_similarity,1.0,JCP2022_805642
497,high_similarity,0.9999999,JCP2022_801985
498,high_similarity,0.99999964,JCP2022_805182
499,high_similarity,1.0,JCP2022_803822
